"","sample_id","sample_type","gene_set","gsva_score"
"877","TCGA.EJ.7794.01A.11R.2118.07","Tumour","Full Gene List",0.0500347413933307
"878","TCGA.EJ.7794.01A.11R.2118.07","Tumour","642 NPTR Genes",-0.0921075327155815
"879","TCGA.EJ.7794.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.115616977405835
"880","TCGA.EJ.7794.01A.11R.2118.07","Tumour","30 NPTR GOI",0.229675603834825
"881","TCGA.EJ.7794.01A.11R.2118.07","Tumour","Liver Genes",-0.14220862633876
"882","TCGA.EJ.7794.01A.11R.2118.07","Tumour","Easophagus Genes",0.0170855564966484
"883","TCGA.TP.A8TV.01A.11R.A41O.07","Tumour","Full Gene List",-0.196152434231404
"884","TCGA.TP.A8TV.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.330231695830385
"885","TCGA.TP.A8TV.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.252864734381178
"886","TCGA.TP.A8TV.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.428614598121597
"887","TCGA.TP.A8TV.01A.11R.A41O.07","Tumour","Liver Genes",0.255517653390304
"888","TCGA.TP.A8TV.01A.11R.A41O.07","Tumour","Easophagus Genes",0.415320635211988
"889","TCGA.HC.A48F.01A.11R.A250.07","Tumour","Full Gene List",-0.135656945090523
"890","TCGA.HC.A48F.01A.11R.A250.07","Tumour","642 NPTR Genes",0.372977700781887
"891","TCGA.HC.A48F.01A.11R.A250.07","Tumour","301 NPTR Genes",0.396675080702858
"892","TCGA.HC.A48F.01A.11R.A250.07","Tumour","30 NPTR GOI",0.0666351109708569
"893","TCGA.HC.A48F.01A.11R.A250.07","Tumour","Liver Genes",0.500362981080136
"894","TCGA.HC.A48F.01A.11R.A250.07","Tumour","Easophagus Genes",0.0485928016435049
"895","TCGA.VN.A88R.01A.11R.A36G.07","Tumour","Full Gene List",-0.153433050930326
"896","TCGA.VN.A88R.01A.11R.A36G.07","Tumour","642 NPTR Genes",0.258706925469298
"897","TCGA.VN.A88R.01A.11R.A36G.07","Tumour","301 NPTR Genes",0.15711293353421
"898","TCGA.VN.A88R.01A.11R.A36G.07","Tumour","30 NPTR GOI",0.257857424905852
"899","TCGA.VN.A88R.01A.11R.A36G.07","Tumour","Liver Genes",0.2685365516276
"900","TCGA.VN.A88R.01A.11R.A36G.07","Tumour","Easophagus Genes",0.0364696150738571
"901","TCGA.HC.7817.01B.11R.A29R.07","Tumour","Full Gene List",0.075064554490942
"902","TCGA.HC.7817.01B.11R.A29R.07","Tumour","642 NPTR Genes",0.214703755301288
"903","TCGA.HC.7817.01B.11R.A29R.07","Tumour","301 NPTR Genes",0.278440720215317
"904","TCGA.HC.7817.01B.11R.A29R.07","Tumour","30 NPTR GOI",0.555192287460281
"905","TCGA.HC.7817.01B.11R.A29R.07","Tumour","Liver Genes",0.28991831693876
"906","TCGA.HC.7817.01B.11R.A29R.07","Tumour","Easophagus Genes",0.162745489382328
"907","TCGA.XJ.A9DK.01A.11R.A37L.07","Tumour","Full Gene List",0.0415028475892882
"908","TCGA.XJ.A9DK.01A.11R.A37L.07","Tumour","642 NPTR Genes",-0.0275178659263472
"909","TCGA.XJ.A9DK.01A.11R.A37L.07","Tumour","301 NPTR Genes",0.0140635166249349
"910","TCGA.XJ.A9DK.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.0295026191388587
"911","TCGA.XJ.A9DK.01A.11R.A37L.07","Tumour","Liver Genes",0.0102062729725316
"912","TCGA.XJ.A9DK.01A.11R.A37L.07","Tumour","Easophagus Genes",-0.132044855299379
"913","TCGA.EJ.5494.01A.01R.1580.07","Tumour","Full Gene List",-0.00428535151508139
"914","TCGA.EJ.5494.01A.01R.1580.07","Tumour","642 NPTR Genes",0.119854198620888
"915","TCGA.EJ.5494.01A.01R.1580.07","Tumour","301 NPTR Genes",0.0882533987709252
"916","TCGA.EJ.5494.01A.01R.1580.07","Tumour","30 NPTR GOI",-0.164755166751988
"917","TCGA.EJ.5494.01A.01R.1580.07","Tumour","Liver Genes",-0.0777921139124612
"918","TCGA.EJ.5494.01A.01R.1580.07","Tumour","Easophagus Genes",0.505248463633609
"919","TCGA.EJ.A46D.01A.21R.A32Y.07","Tumour","Full Gene List",0.00206954669052695
"920","TCGA.EJ.A46D.01A.21R.A32Y.07","Tumour","642 NPTR Genes",-0.000951124297013245
"921","TCGA.EJ.A46D.01A.21R.A32Y.07","Tumour","301 NPTR Genes",-0.0220483771397381
"922","TCGA.EJ.A46D.01A.21R.A32Y.07","Tumour","30 NPTR GOI",-0.00738419056542566
"923","TCGA.EJ.A46D.01A.21R.A32Y.07","Tumour","Liver Genes",0.0809471982815283
"924","TCGA.EJ.A46D.01A.21R.A32Y.07","Tumour","Easophagus Genes",-0.386222946706216
"925","TCGA.G9.6351.01A.21R.1965.07","Tumour","Full Gene List",-0.121761579013746
"926","TCGA.G9.6351.01A.21R.1965.07","Tumour","642 NPTR Genes",0.112048229897999
"927","TCGA.G9.6351.01A.21R.1965.07","Tumour","301 NPTR Genes",-0.0504157467728366
"928","TCGA.G9.6351.01A.21R.1965.07","Tumour","30 NPTR GOI",-0.138575369841144
"929","TCGA.G9.6351.01A.21R.1965.07","Tumour","Liver Genes",-0.115388050607106
"930","TCGA.G9.6351.01A.21R.1965.07","Tumour","Easophagus Genes",0.0162096470966158
"931","TCGA.V1.A9OL.01A.11R.A41O.07","Tumour","Full Gene List",-0.0390212083587528
"932","TCGA.V1.A9OL.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.0872699073816366
"933","TCGA.V1.A9OL.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.0164588960749857
"934","TCGA.V1.A9OL.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.0866500791662493
"935","TCGA.V1.A9OL.01A.11R.A41O.07","Tumour","Liver Genes",0.0441104227328819
"936","TCGA.V1.A9OL.01A.11R.A41O.07","Tumour","Easophagus Genes",-0.0376751541593713
"937","TCGA.KC.A7F6.01A.11R.A33R.07","Tumour","Full Gene List",-0.0259947168533833
"938","TCGA.KC.A7F6.01A.11R.A33R.07","Tumour","642 NPTR Genes",0.110965452745787
"939","TCGA.KC.A7F6.01A.11R.A33R.07","Tumour","301 NPTR Genes",0.049913149630595
"940","TCGA.KC.A7F6.01A.11R.A33R.07","Tumour","30 NPTR GOI",0.291959313533554
"941","TCGA.KC.A7F6.01A.11R.A33R.07","Tumour","Liver Genes",-0.0347068566949215
"942","TCGA.KC.A7F6.01A.11R.A33R.07","Tumour","Easophagus Genes",-0.00913453024016289
"943","TCGA.XJ.A83H.01A.11R.A352.07","Tumour","Full Gene List",-0.0756911092115988
"944","TCGA.XJ.A83H.01A.11R.A352.07","Tumour","642 NPTR Genes",0.111281150832687
"945","TCGA.XJ.A83H.01A.11R.A352.07","Tumour","301 NPTR Genes",0.0481848407943367
"946","TCGA.XJ.A83H.01A.11R.A352.07","Tumour","30 NPTR GOI",0.400963993830422
"947","TCGA.XJ.A83H.01A.11R.A352.07","Tumour","Liver Genes",-0.144688958116113
"948","TCGA.XJ.A83H.01A.11R.A352.07","Tumour","Easophagus Genes",0.520233746798727
"949","TCGA.V1.A8WW.01A.11R.A37L.07","Tumour","Full Gene List",-0.0723244966145005
"950","TCGA.V1.A8WW.01A.11R.A37L.07","Tumour","642 NPTR Genes",0.28879211617615
"951","TCGA.V1.A8WW.01A.11R.A37L.07","Tumour","301 NPTR Genes",0.273219500690417
"952","TCGA.V1.A8WW.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.461097231124166
"953","TCGA.V1.A8WW.01A.11R.A37L.07","Tumour","Liver Genes",0.22285445689069
"954","TCGA.V1.A8WW.01A.11R.A37L.07","Tumour","Easophagus Genes",0.435053166302059
"955","TCGA.VN.A88K.01A.11R.A352.07","Tumour","Full Gene List",-0.0833038436516615
"956","TCGA.VN.A88K.01A.11R.A352.07","Tumour","642 NPTR Genes",0.168505133538379
"957","TCGA.VN.A88K.01A.11R.A352.07","Tumour","301 NPTR Genes",0.0472375181597131
"958","TCGA.VN.A88K.01A.11R.A352.07","Tumour","30 NPTR GOI",-0.0203350480406207
"959","TCGA.VN.A88K.01A.11R.A352.07","Tumour","Liver Genes",-0.027501026253499
"960","TCGA.VN.A88K.01A.11R.A352.07","Tumour","Easophagus Genes",0.26047836651509
"961","TCGA.EJ.A7NG.01A.31R.A33R.07","Tumour","Full Gene List",0.0393101784919401
"962","TCGA.EJ.A7NG.01A.31R.A33R.07","Tumour","642 NPTR Genes",0.0587968181124219
"963","TCGA.EJ.A7NG.01A.31R.A33R.07","Tumour","301 NPTR Genes",0.227871028016592
"964","TCGA.EJ.A7NG.01A.31R.A33R.07","Tumour","30 NPTR GOI",0.425657061195856
"965","TCGA.EJ.A7NG.01A.31R.A33R.07","Tumour","Liver Genes",0.43184317453396
"966","TCGA.EJ.A7NG.01A.31R.A33R.07","Tumour","Easophagus Genes",-0.341472423474963
"967","TCGA.CH.5743.01A.21R.1580.07","Tumour","Full Gene List",0.0529010178901486
"968","TCGA.CH.5743.01A.21R.1580.07","Tumour","642 NPTR Genes",0.0418357600916262
"969","TCGA.CH.5743.01A.21R.1580.07","Tumour","301 NPTR Genes",0.216283549631212
"970","TCGA.CH.5743.01A.21R.1580.07","Tumour","30 NPTR GOI",0.246634972137384
"971","TCGA.CH.5743.01A.21R.1580.07","Tumour","Liver Genes",0.100625597970855
"972","TCGA.CH.5743.01A.21R.1580.07","Tumour","Easophagus Genes",0.550752435575995
"973","TCGA.J4.A67T.01A.11R.A311.07","Tumour","Full Gene List",-0.10582442998728
"974","TCGA.J4.A67T.01A.11R.A311.07","Tumour","642 NPTR Genes",0.176783318903432
"975","TCGA.J4.A67T.01A.11R.A311.07","Tumour","301 NPTR Genes",0.139092178869378
"976","TCGA.J4.A67T.01A.11R.A311.07","Tumour","30 NPTR GOI",0.45292878306878
"977","TCGA.J4.A67T.01A.11R.A311.07","Tumour","Liver Genes",0.0737912365585341
"978","TCGA.J4.A67T.01A.11R.A311.07","Tumour","Easophagus Genes",0.246664713378941
"979","TCGA.EJ.5516.01A.01R.1580.07","Tumour","Full Gene List",0.00776327249927949
"980","TCGA.EJ.5516.01A.01R.1580.07","Tumour","642 NPTR Genes",-0.0623545715503866
"981","TCGA.EJ.5516.01A.01R.1580.07","Tumour","301 NPTR Genes",-0.145822563161846
"982","TCGA.EJ.5516.01A.01R.1580.07","Tumour","30 NPTR GOI",-0.21050501238544
"983","TCGA.EJ.5516.01A.01R.1580.07","Tumour","Liver Genes",-0.143485571796032
"984","TCGA.EJ.5516.01A.01R.1580.07","Tumour","Easophagus Genes",-0.0414767787558042
"985","TCGA.VP.A879.01A.11R.A352.07","Tumour","Full Gene List",-0.0291772671031059
"986","TCGA.VP.A879.01A.11R.A352.07","Tumour","642 NPTR Genes",-0.0860759775221553
"987","TCGA.VP.A879.01A.11R.A352.07","Tumour","301 NPTR Genes",-0.00788051598312584
"988","TCGA.VP.A879.01A.11R.A352.07","Tumour","30 NPTR GOI",-0.146541526623956
"989","TCGA.VP.A879.01A.11R.A352.07","Tumour","Liver Genes",0.0193403505065544
"990","TCGA.VP.A879.01A.11R.A352.07","Tumour","Easophagus Genes",-0.223106149278131
"991","TCGA.HC.8264.01B.11R.2403.07","Tumour","Full Gene List",-0.0424770697410544
"992","TCGA.HC.8264.01B.11R.2403.07","Tumour","642 NPTR Genes",0.0820874434343653
"993","TCGA.HC.8264.01B.11R.2403.07","Tumour","301 NPTR Genes",0.044899123152648
"994","TCGA.HC.8264.01B.11R.2403.07","Tumour","30 NPTR GOI",-0.0933550051361095
"995","TCGA.HC.8264.01B.11R.2403.07","Tumour","Liver Genes",-0.0316169792526244
"996","TCGA.HC.8264.01B.11R.2403.07","Tumour","Easophagus Genes",0.365924279932123
"997","TCGA.V1.A9ZI.01A.11R.A41O.07","Tumour","Full Gene List",-0.0155949050346872
"998","TCGA.V1.A9ZI.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.241450498850265
"999","TCGA.V1.A9ZI.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.220835329364405
"1000","TCGA.V1.A9ZI.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.454720071117694
"1001","TCGA.V1.A9ZI.01A.11R.A41O.07","Tumour","Liver Genes",0.311652536727173
"1002","TCGA.V1.A9ZI.01A.11R.A41O.07","Tumour","Easophagus Genes",-0.0278802449183663
"1003","TCGA.YL.A8SL.01B.21R.A37L.07","Tumour","Full Gene List",-0.0590779924074143
"1004","TCGA.YL.A8SL.01B.21R.A37L.07","Tumour","642 NPTR Genes",0.125788257529072
"1005","TCGA.YL.A8SL.01B.21R.A37L.07","Tumour","301 NPTR Genes",0.0611372519269122
"1006","TCGA.YL.A8SL.01B.21R.A37L.07","Tumour","30 NPTR GOI",0.121693884394005
"1007","TCGA.YL.A8SL.01B.21R.A37L.07","Tumour","Liver Genes",0.0760824320295767
"1008","TCGA.YL.A8SL.01B.21R.A37L.07","Tumour","Easophagus Genes",-0.048778030973998
"1009","TCGA.ZG.A9LY.01A.11R.A41O.07","Tumour","Full Gene List",0.07974641705875
"1010","TCGA.ZG.A9LY.01A.11R.A41O.07","Tumour","642 NPTR Genes",-0.030125644287815
"1011","TCGA.ZG.A9LY.01A.11R.A41O.07","Tumour","301 NPTR Genes",-0.0894915937491927
"1012","TCGA.ZG.A9LY.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.0421711786791773
"1013","TCGA.ZG.A9LY.01A.11R.A41O.07","Tumour","Liver Genes",-0.114640146347839
"1014","TCGA.ZG.A9LY.01A.11R.A41O.07","Tumour","Easophagus Genes",0.0678965729002166
"1015","TCGA.KK.A7B4.01A.11R.A32O.07","Tumour","Full Gene List",-0.0185401920576644
"1016","TCGA.KK.A7B4.01A.11R.A32O.07","Tumour","642 NPTR Genes",0.106921041510538
"1017","TCGA.KK.A7B4.01A.11R.A32O.07","Tumour","301 NPTR Genes",-0.00778447944223837
"1018","TCGA.KK.A7B4.01A.11R.A32O.07","Tumour","30 NPTR GOI",-0.125452762769518
"1019","TCGA.KK.A7B4.01A.11R.A32O.07","Tumour","Liver Genes",0.00114218066068397
"1020","TCGA.KK.A7B4.01A.11R.A32O.07","Tumour","Easophagus Genes",0.0340842030441537
"1021","TCGA.EJ.7327.01A.11R.2118.07","Tumour","Full Gene List",0.0108985268025587
"1022","TCGA.EJ.7327.01A.11R.2118.07","Tumour","642 NPTR Genes",-0.250234773673541
"1023","TCGA.EJ.7327.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.321817516340649
"1024","TCGA.EJ.7327.01A.11R.2118.07","Tumour","30 NPTR GOI",-0.429084224238826
"1025","TCGA.EJ.7327.01A.11R.2118.07","Tumour","Liver Genes",-0.352046151807508
"1026","TCGA.EJ.7327.01A.11R.2118.07","Tumour","Easophagus Genes",-0.300535178121848
"1027","TCGA.KK.A6E0.01A.11R.A311.07","Tumour","Full Gene List",-0.128721238047354
"1028","TCGA.KK.A6E0.01A.11R.A311.07","Tumour","642 NPTR Genes",0.214445119849291
"1029","TCGA.KK.A6E0.01A.11R.A311.07","Tumour","301 NPTR Genes",0.138628040480005
"1030","TCGA.KK.A6E0.01A.11R.A311.07","Tumour","30 NPTR GOI",0.18974957461721
"1031","TCGA.KK.A6E0.01A.11R.A311.07","Tumour","Liver Genes",0.106228454097873
"1032","TCGA.KK.A6E0.01A.11R.A311.07","Tumour","Easophagus Genes",0.21447095932173
"1033","TCGA.KK.A8I7.01A.21R.A36G.07","Tumour","Full Gene List",0.0949653768188712
"1034","TCGA.KK.A8I7.01A.21R.A36G.07","Tumour","642 NPTR Genes",-0.0309764500359257
"1035","TCGA.KK.A8I7.01A.21R.A36G.07","Tumour","301 NPTR Genes",0.102147638116848
"1036","TCGA.KK.A8I7.01A.21R.A36G.07","Tumour","30 NPTR GOI",0.190006956973098
"1037","TCGA.KK.A8I7.01A.21R.A36G.07","Tumour","Liver Genes",0.0981012411264206
"1038","TCGA.KK.A8I7.01A.21R.A36G.07","Tumour","Easophagus Genes",-0.0389355512822319
"1039","TCGA.EJ.A65E.01A.11R.A29R.07","Tumour","Full Gene List",-0.0509592115344218
"1040","TCGA.EJ.A65E.01A.11R.A29R.07","Tumour","642 NPTR Genes",0.194358390163615
"1041","TCGA.EJ.A65E.01A.11R.A29R.07","Tumour","301 NPTR Genes",0.16972143667684
"1042","TCGA.EJ.A65E.01A.11R.A29R.07","Tumour","30 NPTR GOI",0.24297570530686
"1043","TCGA.EJ.A65E.01A.11R.A29R.07","Tumour","Liver Genes",0.155499128994151
"1044","TCGA.EJ.A65E.01A.11R.A29R.07","Tumour","Easophagus Genes",0.191151765538042
"1045","TCGA.HC.A8D1.01A.11R.A36G.07","Tumour","Full Gene List",0.159989988822235
"1046","TCGA.HC.A8D1.01A.11R.A36G.07","Tumour","642 NPTR Genes",-0.168348937794056
"1047","TCGA.HC.A8D1.01A.11R.A36G.07","Tumour","301 NPTR Genes",-0.202749265955864
"1048","TCGA.HC.A8D1.01A.11R.A36G.07","Tumour","30 NPTR GOI",-0.324503460438142
"1049","TCGA.HC.A8D1.01A.11R.A36G.07","Tumour","Liver Genes",-0.211408339394505
"1050","TCGA.HC.A8D1.01A.11R.A36G.07","Tumour","Easophagus Genes",-0.123258780497647
"1051","TCGA.HI.7168.01A.11R.2118.07","Tumour","Full Gene List",0.0125573156634937
"1052","TCGA.HI.7168.01A.11R.2118.07","Tumour","642 NPTR Genes",-0.0320346042075004
"1053","TCGA.HI.7168.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.049512892486984
"1054","TCGA.HI.7168.01A.11R.2118.07","Tumour","30 NPTR GOI",-0.313301098457673
"1055","TCGA.HI.7168.01A.11R.2118.07","Tumour","Liver Genes",0.0392826879366843
"1056","TCGA.HI.7168.01A.11R.2118.07","Tumour","Easophagus Genes",-0.318770384625181
"1057","TCGA.EJ.AB27.01A.11R.A41O.07","Tumour","Full Gene List",-0.00859158789480408
"1058","TCGA.EJ.AB27.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.0176286122267934
"1059","TCGA.EJ.AB27.01A.11R.A41O.07","Tumour","301 NPTR Genes",-0.125447074375729
"1060","TCGA.EJ.AB27.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.00939887244194137
"1061","TCGA.EJ.AB27.01A.11R.A41O.07","Tumour","Liver Genes",-0.159035022467768
"1062","TCGA.EJ.AB27.01A.11R.A41O.07","Tumour","Easophagus Genes",-0.120468935359275
"1063","TCGA.HC.7748.01A.11R.2118.07","Tumour","Full Gene List",0.0386142575325252
"1064","TCGA.HC.7748.01A.11R.2118.07","Tumour","642 NPTR Genes",-0.13096901734472
"1065","TCGA.HC.7748.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.188622114709825
"1066","TCGA.HC.7748.01A.11R.2118.07","Tumour","30 NPTR GOI",-0.362690477107132
"1067","TCGA.HC.7748.01A.11R.2118.07","Tumour","Liver Genes",-0.243536958617492
"1068","TCGA.HC.7748.01A.11R.2118.07","Tumour","Easophagus Genes",0.036789472655277
"1069","TCGA.V1.A8MJ.01A.11R.A36G.07","Tumour","Full Gene List",0.0231977079373761
"1070","TCGA.V1.A8MJ.01A.11R.A36G.07","Tumour","642 NPTR Genes",0.169803187545205
"1071","TCGA.V1.A8MJ.01A.11R.A36G.07","Tumour","301 NPTR Genes",0.0898101375084491
"1072","TCGA.V1.A8MJ.01A.11R.A36G.07","Tumour","30 NPTR GOI",0.421758578367423
"1073","TCGA.V1.A8MJ.01A.11R.A36G.07","Tumour","Liver Genes",0.0728393403893592
"1074","TCGA.V1.A8MJ.01A.11R.A36G.07","Tumour","Easophagus Genes",0.150355068730206
"1075","TCGA.KK.A6DY.01A.12R.A311.07","Tumour","Full Gene List",0.0696869562145662
"1076","TCGA.KK.A6DY.01A.12R.A311.07","Tumour","642 NPTR Genes",-0.0661621759919098
"1077","TCGA.KK.A6DY.01A.12R.A311.07","Tumour","301 NPTR Genes",-0.057822944055351
"1078","TCGA.KK.A6DY.01A.12R.A311.07","Tumour","30 NPTR GOI",0.368893453433555
"1079","TCGA.KK.A6DY.01A.12R.A311.07","Tumour","Liver Genes",-0.0144766893491167
"1080","TCGA.KK.A6DY.01A.12R.A311.07","Tumour","Easophagus Genes",-0.252622240062921
"1081","TCGA.G9.6361.01A.21R.1965.07","Tumour","Full Gene List",-0.0432251132571451
"1082","TCGA.G9.6361.01A.21R.1965.07","Tumour","642 NPTR Genes",0.200239959995714
"1083","TCGA.G9.6361.01A.21R.1965.07","Tumour","301 NPTR Genes",0.136241004004404
"1084","TCGA.G9.6361.01A.21R.1965.07","Tumour","30 NPTR GOI",-0.0010213500103716
"1085","TCGA.G9.6361.01A.21R.1965.07","Tumour","Liver Genes",0.038426671637118
"1086","TCGA.G9.6361.01A.21R.1965.07","Tumour","Easophagus Genes",0.150482861017231
"1087","TCGA.HC.A4ZV.01A.11R.A26U.07","Tumour","Full Gene List",0.0279690543899964
"1088","TCGA.HC.A4ZV.01A.11R.A26U.07","Tumour","642 NPTR Genes",-0.0412476087722679
"1089","TCGA.HC.A4ZV.01A.11R.A26U.07","Tumour","301 NPTR Genes",-0.0680643132432533
"1090","TCGA.HC.A4ZV.01A.11R.A26U.07","Tumour","30 NPTR GOI",-0.111669323043452
"1091","TCGA.HC.A4ZV.01A.11R.A26U.07","Tumour","Liver Genes",-0.0487177971326095
"1092","TCGA.HC.A4ZV.01A.11R.A26U.07","Tumour","Easophagus Genes",-0.0334729024832904
"1093","TCGA.YL.A9WH.01A.11R.A37L.07","Tumour","Full Gene List",-0.099659038339099
"1094","TCGA.YL.A9WH.01A.11R.A37L.07","Tumour","642 NPTR Genes",0.171703065647785
"1095","TCGA.YL.A9WH.01A.11R.A37L.07","Tumour","301 NPTR Genes",0.151087025412194
"1096","TCGA.YL.A9WH.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.242958123543043
"1097","TCGA.YL.A9WH.01A.11R.A37L.07","Tumour","Liver Genes",0.0819758543158625
"1098","TCGA.YL.A9WH.01A.11R.A37L.07","Tumour","Easophagus Genes",0.24782198731262
"1099","TCGA.XK.AAIR.01A.11R.A41O.07","Tumour","Full Gene List",0.0975909883888857
"1100","TCGA.XK.AAIR.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.150065683615528
"1101","TCGA.XK.AAIR.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.32002584391632
"1102","TCGA.XK.AAIR.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.189493626696656
"1103","TCGA.XK.AAIR.01A.11R.A41O.07","Tumour","Liver Genes",0.46458807812726
"1104","TCGA.XK.AAIR.01A.11R.A41O.07","Tumour","Easophagus Genes",0.11143435104333
"1105","TCGA.XJ.A9DI.01A.11R.A37L.07","Tumour","Full Gene List",0.143576818226087
"1106","TCGA.XJ.A9DI.01A.11R.A37L.07","Tumour","642 NPTR Genes",-0.12984754340896
"1107","TCGA.XJ.A9DI.01A.11R.A37L.07","Tumour","301 NPTR Genes",-0.0612582896102135
"1108","TCGA.XJ.A9DI.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.0493585946733316
"1109","TCGA.XJ.A9DI.01A.11R.A37L.07","Tumour","Liver Genes",-0.0166028006077879
"1110","TCGA.XJ.A9DI.01A.11R.A37L.07","Tumour","Easophagus Genes",-0.101275363902296
"1111","TCGA.G9.6333.01A.12R.1965.07","Tumour","Full Gene List",-0.110590641773869
"1112","TCGA.G9.6333.01A.12R.1965.07","Tumour","642 NPTR Genes",0.164376250726695
"1113","TCGA.G9.6333.01A.12R.1965.07","Tumour","301 NPTR Genes",0.135954207090382
"1114","TCGA.G9.6333.01A.12R.1965.07","Tumour","30 NPTR GOI",0.440186556447849
"1115","TCGA.G9.6333.01A.12R.1965.07","Tumour","Liver Genes",0.0741855158402146
"1116","TCGA.G9.6333.01A.12R.1965.07","Tumour","Easophagus Genes",0.281518912854375
"1117","TCGA.G9.6329.01A.13R.1965.07","Tumour","Full Gene List",0.0135742464191316
"1118","TCGA.G9.6329.01A.13R.1965.07","Tumour","642 NPTR Genes",0.265579636697961
"1119","TCGA.G9.6329.01A.13R.1965.07","Tumour","301 NPTR Genes",0.274791015550552
"1120","TCGA.G9.6329.01A.13R.1965.07","Tumour","30 NPTR GOI",0.0497952053788484
"1121","TCGA.G9.6329.01A.13R.1965.07","Tumour","Liver Genes",0.124590713256709
"1122","TCGA.G9.6329.01A.13R.1965.07","Tumour","Easophagus Genes",0.602561817541985
"1123","TCGA.G9.6348.01A.11R.1789.07","Tumour","Full Gene List",-0.0567920717983643
"1124","TCGA.G9.6348.01A.11R.1789.07","Tumour","642 NPTR Genes",0.182779553584496
"1125","TCGA.G9.6348.01A.11R.1789.07","Tumour","301 NPTR Genes",0.140567735858169
"1126","TCGA.G9.6348.01A.11R.1789.07","Tumour","30 NPTR GOI",0.305684474874987
"1127","TCGA.G9.6348.01A.11R.1789.07","Tumour","Liver Genes",0.137428545936463
"1128","TCGA.G9.6348.01A.11R.1789.07","Tumour","Easophagus Genes",0.167811934416278
"1129","TCGA.V1.A8X3.01A.11R.A37L.07","Tumour","Full Gene List",-0.00299027354625636
"1130","TCGA.V1.A8X3.01A.11R.A37L.07","Tumour","642 NPTR Genes",-0.0726448060581584
"1131","TCGA.V1.A8X3.01A.11R.A37L.07","Tumour","301 NPTR Genes",-0.160756180341391
"1132","TCGA.V1.A8X3.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.0319419453507817
"1133","TCGA.V1.A8X3.01A.11R.A37L.07","Tumour","Liver Genes",0.0228570840790413
"1134","TCGA.V1.A8X3.01A.11R.A37L.07","Tumour","Easophagus Genes",-0.387457081316739
"1135","TCGA.CH.5750.01A.11R.1580.07","Tumour","Full Gene List",0.0257930819416235
"1136","TCGA.CH.5750.01A.11R.1580.07","Tumour","642 NPTR Genes",-0.117221033495855
"1137","TCGA.CH.5750.01A.11R.1580.07","Tumour","301 NPTR Genes",-0.195295301981953
"1138","TCGA.CH.5750.01A.11R.1580.07","Tumour","30 NPTR GOI",-0.0935810100975085
"1139","TCGA.CH.5750.01A.11R.1580.07","Tumour","Liver Genes",-0.159709001945601
"1140","TCGA.CH.5750.01A.11R.1580.07","Tumour","Easophagus Genes",-0.277705956076326
"1141","TCGA.G9.6378.01A.11R.1789.07","Tumour","Full Gene List",-0.0523009151740028
"1142","TCGA.G9.6378.01A.11R.1789.07","Tumour","642 NPTR Genes",0.0610972294041854
"1143","TCGA.G9.6378.01A.11R.1789.07","Tumour","301 NPTR Genes",0.0222224191535783
"1144","TCGA.G9.6378.01A.11R.1789.07","Tumour","30 NPTR GOI",0.0910414678978477
"1145","TCGA.G9.6378.01A.11R.1789.07","Tumour","Liver Genes",-0.0101406495630401
"1146","TCGA.G9.6378.01A.11R.1789.07","Tumour","Easophagus Genes",-0.0313850821762678
"1147","TCGA.M7.A71Z.01A.12R.A32O.07","Tumour","Full Gene List",-0.186510852916954
"1148","TCGA.M7.A71Z.01A.12R.A32O.07","Tumour","642 NPTR Genes",0.443615614060069
"1149","TCGA.M7.A71Z.01A.12R.A32O.07","Tumour","301 NPTR Genes",0.348294113133013
"1150","TCGA.M7.A71Z.01A.12R.A32O.07","Tumour","30 NPTR GOI",0.435001042536168
"1151","TCGA.M7.A71Z.01A.12R.A32O.07","Tumour","Liver Genes",0.299468400089048
"1152","TCGA.M7.A71Z.01A.12R.A32O.07","Tumour","Easophagus Genes",0.412818540315978
"1153","TCGA.EJ.8474.01A.11R.2403.07","Tumour","Full Gene List",0.0505727178222687
"1154","TCGA.EJ.8474.01A.11R.2403.07","Tumour","642 NPTR Genes",-0.195416617235944
